"record_id","year_of_birth","profession","q1_2022","q2_2022","q3_2022","q4_2022","q4_coded_2022","q4_improvements_2022","q1_2023","q2_2023","q3_2023","q4_2023","q4_coded_2023","q4_improvements_2023","q1_2024","q2_2024","q3_2024","q4_2024","q4_coded_2024","q4_improvements_2024","female","male","nonbinary","a_gender_not_listed","White","Black_or_African_American","Asian","American_Indian_or_Alaska_Native","Native_Hawaiian_or_Other_Pacific_Islander","Hispanic_or_Latino","zip_code","major_city","county","state"
"343","1993","Scientist","3","81","-1","The program was OK, but I didn’t feel that it addressed my specific needs.","Neutral",NA,"2","37.4","-1","I liked the program overall, but it would be more beneficial if it included more diverse learning formats.","Positive",NA,"3","48.1","1","The program was fantastic. I learned a lot, and I think it covered everything I hoped for and more.","Positive",NA,"0","0","1","0","0","0","0","1","0","1","'59347","Rosebud","Rosebud County","MT"
"344","1979","Teacher","1","60.7","-2","I think the program could be improved by making it more interactive and engaging with real-world examples.","Improvement","Interactivity","0","91.6","1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"2","48.4","1","It was an excellent program. The content was delivered perfectly, and everything was well-paced and engaging.","Engagement","Content Depth","1","1","1","0","0","1","1","0","1","0","'58755","Mcgregor","Williams County","ND"
"345","1988","Teacher","3","99.3","0","It’s an average program. I think it could be improved by breaking things into smaller, more digestible parts.","Improvement",NA,"2","30.1","1","The program was very helpful, and I learned a lot. A few more interactive activities would improve it further.","Positive","Interactivity","3","87.7","0","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","0","0","0","0","0","1","1","0","0","'05759","North Clarendon","Rutland County","VT"
"346","1983","Artist","0","88","-2","The program was fine, but I expected more personalized support. I think that would make it more effective.","Neutral","Feedback","3","37.7","2","The program was great, but I think a more structured timeline for each module would have been beneficial.","Positive","Pacing","2","41","-1","The program was wonderful. It really exceeded my expectations and left me feeling confident about the material.","Neutral",NA,"0","1","1","1","0","0","0","0","1","0","'51431","Arthur","Ida County","IA"
"347","1989","Manager","1","39.1","-2","The program is somewhat helpful, but I think it could be more tailored to individual needs.","Positive",NA,"2","73.9","-1","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","0","9.9","1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"0","1","1","1","0","0","1","1","0","1","'68773","Royal","Antelope County","NE"
"348","1985","Artist","3","6.6","1","The program was pretty good, but I think it could have been a bit more organized and practical.","Neutral",NA,"3","84.2","0","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","16.1","-2","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"1","1","1","0","0","0","0","0","0","1","'44060","Mentor","Lake County","OH"
"349","1992","Artist","2","97.5","-1","The program was good, but it would be even better with more interactive sessions and group discussions.","Improvement","Interactivity","3","4.4","1","I thought the program was helpful, but adding more practical exercises would improve the learning experience.","Positive",NA,"2","64.5","2","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"0","0","0","1","0","1","1","0","1","0","'39358","Scooba","Kemper County","MS"
"350","1998","Engineer","1","41.6","0","The program was fine, but I expected more personalized support. I think that would make it more effective.","Neutral","Feedback","3","92.6","1","The program was okay, but I think it would benefit from a clearer focus on the main topics.","Neutral",NA,"0","30.9","-2","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"0","0","1","1","1","0","0","0","0","0","'75069","Mckinney","Collin County","TX"
"351","1999","Manager","0","38","-2","The program is OK, but I didn’t feel like I learned as much as I had hoped.","Positive",NA,"1","67.5","2","I really liked the program, but I think it could be more interactive to engage participants even more.","Engagement","Interactivity","1","77.2","0","I learned so much from the program. Everything was clear, engaging, and incredibly useful.","Positive",NA,"1","1","1","0","0","1","0","0","0","0","'28526","Dover","Craven County","NC"
"352","1978","Scientist","1","68.1","0","It’s OK, but I feel like I needed more time to fully absorb the content.","Neutral","Content Depth","1","61","2","It was a good program. A more interactive approach would help keep participants engaged longer.","Engagement","Interactivity","0","67.6","-1","It was an excellent program. The material was engaging, and I feel confident applying what I’ve learned.","Positive",NA,"1","0","0","0","0","0","0","0","1","0","'79906","El Paso","El Paso County","TX"
"353","1994","Teacher","2","0.4","-2","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","3","48.1","0","It was a good program. A more interactive approach would help keep participants engaged longer.","Engagement","Interactivity","3","0.9","0","I couldn’t have asked for a better program. It was well-structured, and I feel more prepared after completing it.","Improvement",NA,"1","0","0","0","0","1","0","0","0","1","'57440","Frankfort","Spink County","SD"
"354","1998","Artist","0","59.3","2","The program was pretty good, but I think it could have been a bit more organized and practical.","Neutral",NA,"2","70.7","2","The program was excellent overall, but a few more hands-on activities would make it even more effective.","Neutral","Interactivity","1","67.7","2","I loved the program! It was highly informative and organized, and I feel much more knowledgeable.","Neutral",NA,"1","0","1","0","1","1","0","0","0","0","'55126","Saint Paul","Ramsey County","MN"
"355","1977","Scientist","3","96","1","It’s an OK program, but I would suggest improving the pace and adding more time for questions.","Improvement","Pacing","2","73.4","-2","I found the program to be very informative, but the pace was a bit quick. More time for questions would help.","Neutral","Pacing","2","12.3","1","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"1","1","0","1","0","0","0","1","0","0","'26627","Heaters","Braxton County","WV"
"356","1976","Scientist","1","17.4","0","The content was decent, but it could use more depth. Overall, the program is OK for what it is.","Neutral","Content Depth","1","26.3","-1","I feel like the program was very useful. More engagement in certain sections would help retain attention.","Positive","Interactivity","0","40.9","-2","I feel like the program was perfect. It covered everything I needed, and the structure was flawless.","Neutral",NA,"1","1","1","0","1","1","0","0","0","1","'68007","Bennington","Douglas County","NE"
"357","1983","Scientist","2","51.1","0","I think the program is good, but it could be more hands-on and focused on real-world problems.","Neutral","Interactivity","3","45.2","0","The program was fantastic. Some slight improvements in pacing and content depth would make it even better.","Positive","Content Depth","2","80.8","-1","I had an incredible experience with the program. The content was clear, engaging, and well-paced.","Engagement","Content Depth","0","1","1","0","0","0","0","1","1","0","'63430","Alexandria","Clark County","MO"
"358","1978","Artist","2","53.4","-1","It could be more engaging and less lecture-based. Otherwise, it was an OK program.","Engagement",NA,"0","62.2","2","The program was really good, but I think it could have been more tailored to individual needs.","Neutral",NA,"1","40","-2","It was a truly great program. It was well-organized, informative, and really helped me build my skills.","Neutral",NA,"0","0","1","0","1","0","0","0","0","1","'61052","Monroe Center","Ogle County","IL"
